ColoEnvPO,id,to,phone,fax,todaysdate,ship,shippingco,for,datereqd,comments,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,qty13,qty14,qty15,qty16,qty17,qty18,qty19,qty20,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,addchg1,addchg2,addchg3,addchg4,addchg5,addchg6,addchg7,addchg8,addchg9,addchg10,addchg11,addchg12,addchg13,addchg14,addchg15,addchg16,addchg17,addchg18,addchg19,addchg20,recvd1,recvd2,recvd3,recvd4,recvd5,recvd6,recvd7,recvd8,recvd9,recvd10,recvd11,recvd12,recvd13,recvd14,recvd15,recvd16,recvd17,recvd18,recvd19,recvd20,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20
0,4786,"Mult Plastics, Inc.",8008486982,,2009-05-18,,,window film,2009-05-21,,skid 5 1/4 window film .115  18 od,,,,,,Placed order with Matt,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
12376,4787,PDG,3034337360,,2009-05-18,,,Frederic Prt,2009-05-19,,Can you make 1 neg from the PDF's that I will e-mail,,,,Qwest,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-19,,,,,,,,,,,,,,,,,,,
0,4788,Unisource,,,2009-05-19,,,inventory,2009-05-20,,23 x 35 White 60# White hall,,,,,,,,,,,,,,,,,,,,51000,,,,,,,,,,,,,,,,,,,,$60.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
10467,4661,XPEDX,3033752413,,2009-04-07,,,CU Boulder/Modern Prt,2009-04-08,,,,,23 x 35 inventory white Item# 555716,,,,23 x 29 White 60# 55689,,,,,,,,,,,,,,,,42500,,,,13500,,,,,,,,,,,,,,,,$59.67/M,,,,$49.14/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,Complete,,,,,,,,,,,,,,,,2009-04-09,,,,2009-04-09,,,,,,,,,,,,
0,4662,Best Cutting Die,,,2009-04-09,,,COLORADO ENVELOPE,2009-04-15,WHEN COMPLETED PLEASE SEND BACK TO US FEDEX 2ND DAY USING OUR # 200083598. THANKS,   # 10 DIAG.,,,,PLEASE SHARPEN & REPAIR,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-21,,,,,,,,,,,,,,,,,,,
12087,4663,Unisource,,,2009-04-09,,,Zip,2009-04-14,,sheets 23 x 35 60# Cream Springhill,,,,,,,,,,,,,,,,,,,,36000,,,,,,,,,,,,,,,,,,,,$78.00/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-14,,,,,,,,,,,,,,,,,,,
12117,4671,PDG,3034337360,,2009-04-13,,,Boomerang,2009-04-14,,Can you make 1 neg from the PDF that I will e-mail,,,,Chesteen Law Firm,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-13,,,,,,,,,,,,,,,,,,,
12382,4789,PDG,3034337360,,2009-05-19,,,BCT,2009-05-20,,Can you make 2 negs from the PDF's that I will e-mail,,,,University of Colorado,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
12384,4790,PDG,3034337360,,2009-05-20,,,WizBang,2009-05-21,,Can you make 2 negs from the PDF's that I will e-mail,,,,Cory Gardner #10,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
12385,4791,PDG,3034337360,,2009-05-20,,,WizBang,2009-05-21,,Can you make 2 negs from the PDF's that I will e-mail,,,,Cory Gardner #9,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
12386,4792,PDG,3034337360,,2009-05-20,,,Unisource,2009-05-21,,Can you make 2 negs from the PDF's that I will e-mail,,,,The Denver Country Club,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
0,4793,XPEDX,3033752484,,2009-05-20,,,Inventory,2009-05-20,,23 x 35 White 60# White  555716,,,,,,,,,,,,,,,,,,,,17000,,,,,,,,,,,,,,,,,,,,$59.67/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,,,,,,,,,,,,,
0,4794,Unisource,,,2009-05-20,,,inventory,2009-05-21,,23 x 35 White 60# White hall,,,,,,,,,,,,,,,,,,,,59500,,,,,,,,,,,,,,,,,,,,$60.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-21,,,,,,,,,,,,,,,,,,,
12399,4806,PDG,3034337360,,2009-05-26,,,Frederic Printing,2009-05-27,,Can you make 1 neg from the PDF's that I will e-mail,,,,Qwest,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-28,,,,,,,,,,,,,,,,,,,
14247,4807,National Envelope Corp,3033731780,,2009-05-27,,,TCAG,2009-06-02,,5 x 11 1/2 #14 std window,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,,,,,$37.95/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-06-02,,,,,,,,,,,,,,,,,,,
,4808,Tharco,8005251831,3035767085,2009-05-27,,,Boxes,2009-05-28,"Attention Matt

Can we WILL CALL these for Thursday 5/14/09

thanks

Don",,,R-24 Brown Boxes 13 1/2 x 12 1/2 x 10 1/4,,9 x 12 Brown Boxes 13 x 12-1/8 x 9 1/8,,,Placed order with Linda,,,,,,,,,,,,,,,500,,1000,,,,,,,,,,,,,,,,,,$510.70/M,,$514.00/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2009-05-28,,2009-05-28,,,,,,,,,,,,,,,
12430,4809,PDG,3034337360,,2009-05-27,,,BCT,2009-05-28,,Can you make 2 negs from the PDF's that I will e-mail,,,,Eon,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-28,,,,,,,,,,,,,,,,,,,
0,4810,Best Cutting Die,8476755522,,2009-05-27,,,Frederic Printing,2009-06-01,,Double window Die mounted on saddle for WR & RA,,1st window - 1 1/4 x 4 1/4      5/8 L  1 1/4 B,,2nd window - 2 1/4 x 2 5/8     5 1/2 L  7/8 B,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$403.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-29,,,,,,,,,,,,,,,,,,,
0,4811,XPEDX,3033752484,,2009-05-27,,,Inventory,2009-05-28,,23 x 35 White 60# White  555716,,,,,,,,,,,,,,,,,,,,8500,,,,,,,,,,,,,,,,,,,,$59.67/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-28,,,,,,,,,,,,,,,,,,,
0,4812,Unisource,,,2009-05-27,,,Corp Express,2009-04-28,,23 x 35 White 60# White hall,,,,,,,,,,,,,,,,,,,,25500,,,,,,,,,,,,,,,,,,,,$60.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-05-29,,,,,,,,,,,,,,,,,,,
12462,4820,PDG,3034337360,,2009-06-01,,,Ebright Design,2009-06-02,,Can you make 1 neg from the PDF's that I will e-mail,,,,Applause #10 Policy,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-06-02,,,,,,,,,,,,,,,,,,,
12463,4821,PDG,3034337360,,2009-06-01,,,Ebright Design,2009-06-02,,Can you make 1 neg from the PDF's that I will e-mail,,,,Applause Bar 4,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-06-02,,,,,,,,,,,,,,,,,,,
0,4822,Unisource,,,2009-06-01,,,Inventory,2009-06-02,,23 x 35 White 60# White hall,,,,,,,,,,,,,,,,,,,,25500,,,,,,,,,,,,,,,,,,,,$60.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-06-02,,,,,,,,,,,,,,,,,,,
11721,4501,PDG,3034337360,,2009-02-15,,,Leanin Tree,2009-02-16,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Leanin Tree,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-16,,,,,,,,,,,,,,,,,,,
11722,4502,PDG,3034337360,,2009-02-12,,,Print-Net,2009-02-13,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,Code DV92006,,"Thanks,",Jeff,,I JUST NEED THE BLUE CODE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-16,,,,,,,,,,,,,,,,,,,
11722,4503,PDG,3034337360,,2009-02-12,,,Print-Net,2009-02-13,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Code DV92007,,"Thanks,",Jeff,,I NEED NEGS FOR BOTH BLACK AND BLUE,ART,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-16,,,,,,,,,,,,,,,,,,,
0,4504,Unisource,,,2009-02-15,,,Pera,2009-02-16,,23 x 35 white 60#,,23 x 29 White 60#,,,,,,,,,,,,,,,,,,25500,,8000,,,,,,,,,,,,,,,,,,$61.71/M,,$51.66/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2009-02-17,,2009-02-17,,,,,,,,,,,,,,,,,
11719,4505,PDG,3034337360,,2009-02-16,,,Denver Newspaper,2009-02-17,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Jewish Family Service,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-17,,,,,,,,,,,,,,,,,,,
11713,4506,PDG,3034337360,,2009-02-16,,,Tewell Warren,2009-02-17,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,CCJRC 6 3/4 Envelope,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-17,,,,,,,,,,,,,,,,,,,
11716,4507,PDG,3034337360,,2009-02-16,,,Tewell Warren,2009-02-17,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,CCJRC #10 Envelope,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-17,,,,,,,,,,,,,,,,,,,
11731,4508,PDG,3034337360,,2009-02-17,,,American Solutions For Bus,2009-02-18,,Can you please output 3  negs from the PDF that I will,e-mail to you,,,Vistar 3 Color,,"Thanks,",Jeff,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,$39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-17,,,,,,,,,,,,,,,,,,,
11731,4509,XPEDX,3033752484,,2009-02-17,,,American Solutions,2009-02-18,,23 x 35 solar white Classic Crest 70# Item# 853079,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,$277.61/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-18,,,,,,,,,,,,,,,,,,,
0,4510,Unisource,,,2009-02-17,,,Inventory,2009-02-18,,23 x 35 white 60# 8 skids,,,,,,,,,,,,,,,,,,,,68000,,,,,,,,,,,,,,,,,,,,$60.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-18,,,,,,,,,,,,,,,,,,,
,4511,Frank C. Meyer Co.,6017762117,,2009-02-17,,,Colo Env,2009-02-18,Color Env Accout number # 17749,#10 Bottoms Soft Box,#10 Top Soft Box,,,,,Order Placed With Jana,Metro Park Warehouse,251 s 55th st,Kansas city Kansas  66106,,,,"2,660 lbs 2 skids",,Price is $285.00,Quote #  241398 per mark 2/18/09,1-816-231-3525,Midwest Motors Rep is Mark Downing call for $$$$,Marks Cell # 303-522-6958,8000,8000,,,,,,,,,,,,,,,,,,,77.42/m,77.42/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2009-02-19,2009-02-19,,,,,,,,,,,,,,,,,,
12467,4827,XPEDX,3033752484,,2009-06-03,,,Corp Express,2009-06-04,,,,,,23 x 35 Blue 24#  655396,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,106.35/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-06-04,,,,,,,,,,,,,,,
,4990,Tharco,8005251831,8003621124,2009-08-11,,,Boxes,2009-08-14,"Attention Matt

please make and hold in inventory

Thanks  Don",9x12 Boxes 13 x 12 1/8 x 9 1/8 (Brown),Quote # 2769305,"Must have ""9 x 12 BK"" printed on them (any color is fine)",,,,,,,,,,,thanks,Don,,,,,,3000,,,,,,,,,,,,,,,,,,,,$534.90/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4991,envelope equipment exchange,8143177702,,2009-08-11,Ground,,MO,2009-08-17,Placed order with Patty,,,MO 8606,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,25.00 each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12937,5004,XPEDX,3033752413,,2009-08-17,,,Pera,2009-08-18,,item # 555521 28 x 40 70# huskey offset,,,23 x 35 inventory white Item# 555716,,,,,,,,,,,,,,,,,17500,,,25500,,,,,,,,,,,,,,,,,$96.52/M,,,$59.67/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,Complete,,,,,,,,,,,,,,,,,2009-08-18,,,2009-08-18,,,,,,,,,,,,,,,,
0,5005,PDG,3034337360,,2009-08-17,,,Gran Farnum,2009-08-18,,Can you please output 3 negs from the PDF that I will,e-mail to you,,,Official Ballot,,"Thanks,",Jeff,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,$39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-08-19,,,,,,,,,,,,,,,,,,,
12953,5006,PDG,3034337360,,2009-08-17,,,Gran Farnum,2009-08-18,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Official Ballot Inner,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-08-19,,,,,,,,,,,,,,,,,,,
12956,5007,PDG,3034337360,,2009-08-18,,,Ross Printing,2009-08-19,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Quit Line Ohio,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-08-19,,,,,,,,,,,,,,,,,,,
,4664,Unicast Inc.,8002750818,,2009-04-09,3 day select,,WR,2009-04-14,,Part #13-122OF4,Window Gummer for window Size 3 1/16 x 8,for 3 7/8 x 8 3/4  Window Film,For WR,,Plus Freight,,gummer should measure at 3 13/16 top to bottom outside,inisde 3 1/2 top to bottom,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,151.41/lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-14,,,,,,,,,,,,,,,,,,,
0,4665,PDG,3034337360,,2009-04-09,,,American Solutions for Bus,2009-04-10,,Can you please Output 1 neg from the PDF that I will,E-Mail to you,,,Vistar #10,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-10,,,,,,,,,,,,,,,,,,,
0,4666,PDG,3034337360,,2009-04-09,,,Kendall,2009-04-10,,Can you please Output 2 negs from the PDF that I will,E-Mail to you,,,Weld Schools,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-09,,,,,,,,,,,,,,,,,,,
12091,4667,PDG,3034337360,,2009-04-09,,,Denver Newspaper,2009-04-10,,Can you please Shoot 1 neg from the Sample that I will,Send You,,,Walk MS #10,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-09,,,,,,,,,,,,,,,,,,,
12097,4668,XPEDX,3033752484,,2009-04-09,,,Hotchkiss,2009-04-10,,,,,23 x 35 inventory white Item# 555716,,,,23 x 29 White 60# 55689,,,,,,,,,,,,,,,,42500,,,,9000,,,,,,,,,,,,,,,,$59.67/M,,,,$49.14/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,Complete,,,,,,,,,,,,,,,,2009-04-10,,,,2009-04-10,,,,,,,,,,,,
12110,4669,PDG,3034337360,,2009-04-10,,,GA Wright,2009-04-13,,Can you make 1 neg from the PDF that I will e-mail,,,,MR. Gary A Wright,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-04-13,,,,,,,,,,,,,,,,,,,
0,4670,Unisource,,,2009-04-10,,,Modern Printing,2009-04-13,,23 x 35 White 60# White hall 3 skids,,23 x 29 White 60#,,,,,,,,,,,,,,,,,,25500,,12500,,,,,,,,,,,,,,,,,,$60.75/M,,$51.66/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2009-04-13,,2009-04-13,,,,,,,,,,,,,,,,,
0,4396,Unisource,,,2009-01-13,,,Inventory,2009-01-14,,23 x 35 white 60#,,23 x 29 White 60#,,,,,,,,,,,,,,,,,,8500,,3000,,,,,,,,,,,,,,,,,,$61.71/M,,$51.66/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2009-01-14,,2009-01-14,,,,,,,,,,,,,,,,,
11491,4397,PDG,3034337360,,2009-01-13,,,kable,2009-01-14,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,1105 Media #9,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-15,,,,,,,,,,,,,,,,,,,
11493,4398,PDG,3034337360,,2009-01-13,,,kable,2009-01-14,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,HME Business #10,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-20,,,,,,,,,,,,,,,,,,,
11494,4399,PDG,3034337360,,2009-01-13,,,Leanin Tree,2009-01-14,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,Leanin Tree,,"Thanks,",Jeff,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-15,,,,,,,,,,,,,,,,,,,
11550,4420,Unisource,,,2009-01-22,,,Inventory,2009-01-23,,23 x 35 white 60#,,23 x 29 White 60#,,17 1/2 x 22 1/2 White 60#,,,,,,,,,,,,,,,,17000,,3500,,6000,,,,,,,,,,,,,,,,$61.71/M,,$51.66/M,,$30.75/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,Complete,,,,,,,,,,,,,,,,2009-01-23,,2009-01-23,,2009-01-23,,,,,,,,,,,,,,,
11553,4421,PDG,3034337360,,2009-01-22,,,American Solutions for Business,2009-01-23,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,Roma Livermore #10 reg,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-23,,,,,,,,,,,,,,,,,,,
11554,4422,PDG,3034337360,,2009-01-22,,,American Solutions for Business,2009-01-23,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,Roma Livermore #10 Window,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-23,,,,,,,,,,,,,,,,,,,
11564,4423,PDG,3034337360,,2009-01-23,,,American Solutions for Business,2009-01-26,,Can you please output 1 neg from the PDF that I will,e-mail to you,,,Rice MN #10 Window,,"Thanks,",Jeff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-23,,,,,,,,,,,,,,,,,,,
11501,4424,WestPrint,3034337360,,2009-01-23,,,Corporate Express,2009-01-29,,Please Flat sheet print on supplied stock 60# Cougar,19 x 25 (4) #10 For Janus.  Disk supplied for art,,Quote# 17970,,,,"Thanks,",Jeff,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,,,$435.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-16,,,,,,,,,,,,,,,,,,,
11500,4425,WestPrint,3034337360,,2009-01-23,,,Corporate Express,2009-01-29,,Please Flat sheet print on supplied stock 60# Cougar,19 x 25 (4) #9 For Janus.  Disk supplied for art,,Quote# 17968,,,,"Thanks,",Jeff,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,$355.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-02-16,,,,,,,,,,,,,,,,,,,
11501,4426,XPEDX,3033752479,,2009-01-23,,,Corporate Express,2009-01-26,,19 x 25 Cougar Opaque white smooth Item# 167938,,,,,,,,,,,,,,,,,,,,11000,,,,,,,,,,,,,,,,,,,,$74.74/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2009-01-26,,,,,,,,,,,,,,,,,,,
0,4427,Unisource,,,2009-01-22,,,Inventory,2009-01-23,,23 x 35 white 60#,,,,,,,,,,,,,,,,,,,,17000,,,,,,,,,,,,,,,,,,,,$61.71/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4428,Tharco,8005251831,8003621124,2009-01-22,,,Boxes,2009-01-23,"Attention Matt
to be held in inventory

Thanks  Don",,,,R-577 Quote # 2398153 21 3/4 x 12 1/2 x 9 7/8,Boxes must be Brown 32 ECT -,ink color does not matter,,,,,,,,thanks,Don,,,,,,,,,4500,,,,,,,,,,,,,,,,,,,,$710.40/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
